province_from,municipality_to,population_group,flow
1,170,Indian or Asian,101.08367
1,170,White,5081.18882
1,170,Other,152.65296
1,171,Black African,20893.73244
1,171,Coloured,66262.83543
1,171,Indian or Asian,228.29203
1,171,White,8681.36349
1,171,Other,600.05493
1,172,Black African,21272.3972
1,172,Coloured,24436.41004
1,172,Indian or Asian,126.55359
1,172,White,19825.37652
1,172,Other,667.27104
1,173,Black African,2589.27466
1,173,Coloured,21075.5155
1,173,Indian or Asian,85.2426
1,173,White,6056.92
1,173,Other,169.91512
1,174,Black African,850.55896
1,174,Coloured,20578.8207
1,174,Indian or Asian,62.96286
1,174,White,2126.65081
1,174,Other,94.85104
1,175,Black African,2973.34376
1,175,Coloured,35511.94284
1,175,Indian or Asian,171.09698
1,175,White,9626.22176
1,175,Other,132.84161
1,176,Black African,20555.25676
1,176,Coloured,37542.62958
1,176,Indian or Asian,360.09988
1,176,White,16370.66501
1,176,Other,645.71058
1,177,Black African,45111.84642
1,177,Coloured,95075.30399
1,177,Indian or Asian,656.66057
1,177,White,29470.66105
1,177,Other,1304.33357
1,178,Black African,7449.07377
1,178,Coloured,72645.4459
1,178,Indian or Asian,229.84642
1,178,White,9982.60749
1,178,Other,459.77978
1,179,Black African,16723.40335
1,179,Coloured,14840.02917
1,179,Indian or Asian,161.62061
1,179,White,5615.33418
1,179,Other,2583.88718
1,180,Black African,19716.27547
1,180,Coloured,27399.82745
1,180,Indian or Asian,204.74125
1,180,White,10095.32985
1,180,Other,437.28376
1,181,Black African,354.50389
1,181,Coloured,6273.16045
1,181,Indian or Asian,5.52055
1,181,White,890.81152
1,181,Other,27.6075
1,182,Black African,266.46497
1,182,Coloured,10842.56338
1,182,Indian or Asian,31.47745
1,182,White,1283.29989
1,182,Other,15.3375
1,183,Black African,7002.79405
1,183,Coloured,34898.73506
1,183,Indian or Asian,173.72628
1,183,White,3626.46044
1,183,Other,138.84921
1,199,Black African,1210844.264
1,199,Coloured,1532103.799
1,199,Indian or Asian,41749.6731
1,199,White,494024.1832
1,199,Other,48749.39062
2,261,Black African,10685.58912
2,261,Coloured,31650.0153
2,261,Indian or Asian,117.56149
2,261,White,3755.18714
2,261,Other,123.24574
2,262,Black African,20423.66223
2,262,Coloured,11556.37339
2,262,Indian or Asian,91.69592
2,262,White,2111.56166
2,262,Other,195.19891
2,263,Black African,3746.00767
2,263,Coloured,5582.04307
2,263,Indian or Asian,16.74426
2,263,White,704.89764
2,263,Other,11.56165
2,264,Black African,57338.16625
2,264,Coloured,9155.46712
2,264,Indian or Asian,239.51358
2,264,White,4399.79646
2,264,Other,243.82277
2,265,Black African,46120.64723
2,265,Coloured,4294.41845
2,265,Indian or Asian,74.7605
2,265,White,6186.20612
2,265,Other,108.30704
2,266,Black African,36592.94297
2,266,Coloured,11007.96964
2,266,Indian or Asian,71.79642
2,266,White,2712.66862
2,266,Other,163.07109
2,267,Black African,1836.65185
2,267,Coloured,13728.19618
2,267,Indian or Asian,24.65231
2,267,White,985.96954
2,267,Other,49.39329
2,268,Black African,35637.5122
2,268,Coloured,40766.2848
2,268,Indian or Asian,211.04087
2,268,White,12473.27776
2,268,Other,271.74136
2,269,Black African,11453.42222
2,269,Coloured,23852.56026
2,269,Indian or Asian,96.67581
2,269,White,2749.86616
2,269,Other,160.64984
2,270,Black African,246095.7924
2,270,Coloured,136.30091
2,270,Indian or Asian,175.65765
2,270,White,141.60549
2,270,Other,109.25344
2,271,Black African,241143.2908
2,271,Coloured,309.52114
2,271,Indian or Asian,209.3242
2,271,White,306.43157
2,271,Other,97.10225
2,272,Black African,34710.37122
2,272,Coloured,477.83327
2,272,Indian or Asian,17.07839
2,272,White,2228.14792
2,272,Other,42.36444
2,273,Black African,114195.0856
2,273,Coloured,1432.27954
2,273,Indian or Asian,62.68442
2,273,White,2122.6096
2,273,Other,84.33325
2,274,Black African,70139.23766
2,274,Coloured,120.05667
2,274,Indian or Asian,46.74146
2,274,White,156.00183
2,274,Other,32.31073
2,276,Black African,110931.337
2,276,Coloured,4766.35238
2,276,Indian or Asian,133.19003
2,276,White,905.31911
2,276,Other,167.7729
2,277,Black African,16983.62146
2,277,Coloured,4902.88365
2,277,Indian or Asian,35.58246
2,277,White,983.56718
2,277,Other,97.66199
2,278,Black African,34724.60016
2,278,Coloured,20318.83376
2,278,Indian or Asian,130.8446
2,278,White,5938.67882
2,278,Other,385.82036
2,279,Black African,29305.36102
2,279,Coloured,1864.62554
2,279,Indian or Asian,29.51927
2,279,White,836.10534
2,279,Other,61.38562
2,280,Black African,18566.50581
2,280,Coloured,822.24613
2,280,Indian or Asian,17.8161
2,280,White,1208.06524
2,280,Other,60.37318
2,281,Black African,167618.9526
2,281,Coloured,6792.79981
2,281,Indian or Asian,625.12973
2,281,White,4438.63631
2,281,Other,336.83363
2,282,Black African,138290.7029
2,282,Coloured,253.10758
2,282,Indian or Asian,90.94241
2,282,White,92.88925
2,282,Other,60.37319
2,283,Black African,111756.3619
2,283,Coloured,615.66084
2,283,Indian or Asian,82.57275
2,283,White,547.71298
2,283,Other,95.9239
2,284,Black African,150843.2329
2,284,Coloured,105.63634
2,284,Indian or Asian,76.68209
2,284,White,81.37783
2,284,Other,63.55785
2,285,Black African,59343.13034
2,285,Coloured,419.40094
2,285,Indian or Asian,75.18518
2,285,White,596.49966
2,285,Other,45.40542
2,286,Black African,131039.9898
2,286,Coloured,1216.75512
2,286,Indian or Asian,97.34254
2,286,White,719.33377
2,286,Other,36.73713
2,287,Black African,123125.7546
2,287,Coloured,1499.64337
2,287,Indian or Asian,116.39701
2,287,White,1248.43882
2,287,Other,58.17948
2,288,Black African,35609.14677
2,288,Coloured,3095.5483
2,288,Indian or Asian,53.11346
2,288,White,2386.25854
2,288,Other,54.49051
2,289,Black African,23136.38162
2,289,Coloured,5684.06011
2,289,Indian or Asian,52.04689
2,289,White,2307.08706
2,289,Other,52.67839
2,290,Black African,272827.0322
2,290,Coloured,1056.43075
2,290,Indian or Asian,292.00792
2,290,White,183.00989
2,290,Other,107.36847
2,291,Black African,153845.7245
2,291,Coloured,568.68236
2,291,Indian or Asian,129.36379
2,291,White,185.01168
2,291,Other,33.98822
2,292,Black African,284530.7768
2,292,Coloured,772.98894
2,292,Indian or Asian,296.00693
2,292,White,204.02056
2,292,Other,126.32251
2,293,Black African,183718.8815
2,293,Coloured,333.58577
2,293,Indian or Asian,172.2362
2,293,White,336.28891
2,293,Other,58.86596
2,294,Black African,426113.8513
2,294,Coloured,2800.87255
2,294,Indian or Asian,885.37094
2,294,White,863.47855
2,294,Other,334.64959
2,295,Black African,191195.8949
2,295,Coloured,1615.11387
2,295,Indian or Asian,307.38102
2,295,White,1133.3126
2,295,Other,94.85199
2,296,Black African,184613.1103
2,296,Coloured,458.29804
2,296,Indian or Asian,119.45358
2,296,White,115.79856
2,296,Other,104.43191
2,297,Black African,276790.0589
2,297,Coloured,425.67221
2,297,Indian or Asian,204.70668
2,297,White,173.9811
2,297,Other,56.61356
2,298,Black African,122176.3862
2,298,Coloured,470.05255
2,298,Indian or Asian,61.27572
2,298,White,57.39165
2,298,Other,22.76817
2,260,Black African,612373.0373
2,260,Coloured,42982.60027
2,260,Indian or Asian,5042.0286
2,260,White,50457.25478
2,260,Other,1459.71615
2,299,Black African,665455.5252
2,299,Coloured,264151.9774
2,299,Indian or Asian,11057.21005
2,299,White,146177.8832
2,299,Other,6470.07014
2,460,Black African,167.55538
2,460,Coloured,3.64879
2,460,Indian or Asian,0
2,460,White,16.87459
2,460,Other,1.19654
2,461,Black African,231.6335
2,461,Coloured,36.09794
2,461,Indian or Asian,3.58962
2,461,White,79.07657
2,461,Other,3.33617
2,462,Black African,588.50313
2,462,Coloured,42.33141
2,462,Indian or Asian,5.91326
2,462,White,90.05383
2,462,Other,8.17628
2,463,Black African,49.11561
2,463,Coloured,0
2,463,Indian or Asian,2.32364
2,463,White,13.70315
2,463,Other,1.19654
2,464,Black African,299.92098
2,464,Coloured,0
2,464,Indian or Asian,1.19654
2,464,White,56.69538
2,464,Other,0
2,465,Black African,56.89228
2,465,Coloured,0
2,465,Indian or Asian,1.19654
2,465,White,11.7012
2,465,Other,1.1271
2,466,Black African,44.18117
2,466,Coloured,0
2,466,Indian or Asian,0
2,466,White,27.87802
2,466,Other,1.1271
2,467,Black African,4322.75409
2,467,Coloured,55.19679
2,467,Indian or Asian,9.16075
2,467,White,226.08475
2,467,Other,1.08572
2,468,Black African,92.24565
2,468,Coloured,0
2,468,Indian or Asian,2.39308
2,468,White,23.8086
2,468,Other,3.40936
2,469,Black African,96.43214
2,469,Coloured,6.59708
2,469,Indian or Asian,1.19654
2,469,White,51.42408
2,469,Other,2.16769
2,470,Black African,139.43497
2,470,Coloured,19.76085
2,470,Indian or Asian,5.5808
2,470,White,87.30142
2,470,Other,0
2,471,Black African,124.89336
2,471,Coloured,5.67238
2,471,Indian or Asian,0
2,471,White,13.826
2,471,Other,0
2,472,Black African,339.79231
2,472,Coloured,7.69744
2,472,Indian or Asian,5.71001
2,472,White,21.34696
2,472,Other,2.13049
2,473,Black African,64.64152
2,473,Coloured,2.17144
2,473,Indian or Asian,1.08572
2,473,White,13.79558
2,473,Other,1.08572
2,474,Black African,64.70839
2,474,Coloured,8.33992
2,474,Indian or Asian,1.08572
2,474,White,50.80126
2,474,Other,3.40561
2,475,Black African,304.93824
2,475,Coloured,46.5609
2,475,Indian or Asian,4.3044
2,475,White,66.67543
2,475,Other,2.10786
2,477,Black African,130.12899
2,477,Coloured,17.2035
2,477,Indian or Asian,1.19654
2,477,White,93.14521
2,477,Other,4.6059
2,478,Black African,1058.3547
2,478,Coloured,7.95089
2,478,Indian or Asian,3
2,478,White,143.20724
2,478,Other,5.84382
2,479,Black African,78.26561
2,479,Coloured,2.68878
2,479,Indian or Asian,5.37756
2,479,White,16.84792
2,479,Other,2.3044
2,499,Black African,4196.78801
2,499,Coloured,393.29825
2,499,Indian or Asian,48.27361
2,499,White,1424.31016
2,499,Other,37.99621
2,760,Black African,3533.67363
2,760,Coloured,61.4094
2,760,Indian or Asian,11.68209
2,760,White,320.98236
2,760,Other,15.73306
2,761,Black African,488.89738
2,761,Coloured,19.50609
2,761,Indian or Asian,10.38408
2,761,White,191.5014
2,761,Other,0
2,762,Black African,348.74742
2,762,Coloured,20.18452
2,762,Indian or Asian,5.19204
2,762,White,138.95733
2,762,Other,0
2,763,Black African,2520.9318
2,763,Coloured,51.57486
2,763,Indian or Asian,14.27811
2,763,White,489.06785
2,763,Other,1
2,764,Black African,940.75258
2,764,Coloured,36.02698
2,764,Indian or Asian,5.19204
2,764,White,96.84343
2,764,Other,0
2,765,Black African,5933.47591
2,765,Coloured,16.20276
2,765,Indian or Asian,0
2,765,White,38.89854
2,765,Other,9.82204
2,766,Black African,7347.44978
2,766,Coloured,6.12899
2,766,Indian or Asian,1.29801
2,766,White,96.03699
2,766,Other,1.95551
2,797,Black African,31440.31052
2,797,Coloured,817.61887
2,797,Indian or Asian,293.86021
2,797,White,2912.9121
2,797,Other,115.50856
2,798,Black African,34808.90443
2,798,Coloured,1347.63354
2,798,Indian or Asian,900.47556
2,798,White,4001.86933
2,798,Other,283.63793
2,799,Black African,14360.9297
2,799,Coloured,916.15439
2,799,Indian or Asian,292.15822
2,799,White,4465.79643
2,799,Other,64.57632
2,503,Black African,426.83702
2,503,Coloured,0
2,503,Indian or Asian,0
2,503,White,1.21825
2,503,Other,1.21825
2,504,Black African,1621.35111
2,504,Coloured,21.72045
2,504,Indian or Asian,12.4076
2,504,White,24.32855
2,504,Other,1.22315
2,505,Black African,447.35488
2,505,Coloured,0
2,505,Indian or Asian,0
2,505,White,11.1686
2,505,Other,0
2,506,Black African,7797.52766
2,506,Coloured,93.82235
2,506,Indian or Asian,86.35408
2,506,White,334.11811
2,506,Other,9.74356
2,560,Black African,237.44198
2,560,Coloured,0
2,560,Indian or Asian,0
2,560,White,0
2,560,Other,0
2,561,Black African,1297.50478
2,561,Coloured,7.05087
2,561,Indian or Asian,12.47239
2,561,White,56.98572
2,561,Other,3.65395
2,562,Black African,297.2794
2,562,Coloured,1.22315
2,562,Indian or Asian,0
2,562,White,15.84557
2,562,Other,8.56356
2,563,Black African,594.29058
2,563,Coloured,19.2578
2,563,Indian or Asian,2.3659
2,563,White,216.5779
2,563,Other,9.34867
2,564,Black African,102.22342
2,564,Coloured,0
2,564,Indian or Asian,0
2,564,White,25.55906
2,564,Other,1.5281
2,565,Black African,40.63644
2,565,Coloured,1.1047
2,565,Indian or Asian,0
2,565,White,0
2,565,Other,0
2,566,Black African,3909.95079
2,566,Coloured,104.83226
2,566,Indian or Asian,66.68996
2,566,White,277.61146
2,566,Other,26.88132
2,567,Black African,1854.98574
2,567,Coloured,2.40023
2,567,Indian or Asian,0
2,567,White,22.77414
2,567,Other,0
2,568,Black African,770.23142
2,568,Coloured,1.18198
2,568,Indian or Asian,4.549
2,568,White,11.78433
2,568,Other,0
2,514,Black African,272.6133
2,514,Coloured,18.86356
2,514,Indian or Asian,27.18676
2,514,White,59.31112
2,514,Other,0
2,569,Black African,17.76276
2,569,Coloured,0
2,569,Indian or Asian,1.21825
2,569,White,0
2,569,Other,0
2,570,Black African,52.10989
2,570,Coloured,5.9099
2,570,Indian or Asian,5.79103
2,570,White,15.85603
2,570,Other,4.88196
2,571,Black African,48.39946
2,571,Coloured,2.34112
2,571,Indian or Asian,1.18295
2,571,White,4.9646
2,571,Other,1.20522
2,573,Black African,22.74799
2,573,Coloured,0
2,573,Indian or Asian,0
2,573,White,0
2,573,Other,0
2,582,Black African,29.94018
2,582,Coloured,0
2,582,Indian or Asian,0
2,582,White,2
2,582,Other,0
2,583,Black African,62.60248
2,583,Coloured,0
2,583,Indian or Asian,1
2,583,White,2
2,583,Other,0
2,584,Black African,17.16633
2,584,Coloured,0
2,584,Indian or Asian,0
2,584,White,7.1124
2,584,Other,0
2,585,Black African,32.24397
2,585,Coloured,0
2,585,Indian or Asian,0
2,585,White,0
2,585,Other,0
2,586,Black African,91.35167
2,586,Coloured,3.18198
2,586,Indian or Asian,1.21825
2,586,White,11.86129
2,586,Other,0
2,538,Black African,426.53736
2,538,Coloured,41.67765
2,538,Indian or Asian,17.21825
2,538,White,169.18648
2,538,Other,7.33639
2,542,Black African,24.51647
2,542,Coloured,0
2,542,Indian or Asian,0
2,542,White,0
2,542,Other,0
2,587,Black African,44.49892
2,587,Coloured,0
2,587,Indian or Asian,0
2,587,White,5.87722
2,587,Other,0
2,588,Black African,8.62938
2,588,Coloured,0
2,588,Indian or Asian,0
2,588,White,0
2,588,Other,0
2,589,Black African,152.74773
2,589,Coloured,7.09188
2,589,Indian or Asian,1.12387
2,589,White,28.72306
2,589,Other,0
2,590,Black African,18.51432
2,590,Coloured,0
2,590,Indian or Asian,0
2,590,White,5.87722
2,590,Other,0
2,594,Black African,174.84025
2,594,Coloured,2.36396
2,594,Indian or Asian,0
2,594,White,0
2,594,Other,16.79938
2,595,Black African,148.8328
2,595,Coloured,0
2,595,Indian or Asian,0
2,595,White,17.65707
2,595,Other,7.52291
2,596,Black African,4892.95702
2,596,Coloured,96.77477
2,596,Indian or Asian,53.18521
2,596,White,74.34982
2,596,Other,1.22558
2,597,Black African,351.66759
2,597,Coloured,13.3479
2,597,Indian or Asian,0
2,597,White,3.93854
2,597,Other,1
2,598,Black African,1121.42273
2,598,Coloured,8.31013
2,598,Indian or Asian,1.18295
2,598,White,1.21825
2,598,Other,3.65638
2,574,Black African,83.63774
2,574,Coloured,0
2,574,Indian or Asian,0
2,574,White,12.13364
2,574,Other,0
2,575,Black African,50.75889
2,575,Coloured,0
2,575,Indian or Asian,0
2,575,White,0
2,575,Other,0
2,576,Black African,21.63037
2,576,Coloured,0
2,576,Indian or Asian,0
2,576,White,0
2,576,Other,0
2,577,Black African,64.14374
2,577,Coloured,4.59224
2,577,Indian or Asian,1.12109
2,577,White,10.99534
2,577,Other,0
2,524,Black African,477.56386
2,524,Coloured,21.27564
2,524,Indian or Asian,18.01275
2,524,White,108.39076
2,524,Other,8.70291
2,525,Black African,32.13045
2,525,Coloured,4.72792
2,525,Indian or Asian,0
2,525,White,7.87708
2,525,Other,0
2,526,Black African,53.52492
2,526,Coloured,3.54594
2,526,Indian or Asian,1.12387
2,526,White,0
2,526,Other,0
2,529,Black African,67.44711
2,529,Coloured,23.19103
2,529,Indian or Asian,0
2,529,White,35.80562
2,529,Other,2.45116
2,578,Black African,18.70107
2,578,Coloured,0
2,578,Indian or Asian,3.56037
2,578,White,8.10273
2,578,Other,0
2,579,Black African,54.95245
2,579,Coloured,0
2,579,Indian or Asian,2.4365
2,579,White,10.36903
2,579,Other,0
2,580,Black African,59.08083
2,580,Coloured,0
2,580,Indian or Asian,0
2,580,White,0
2,580,Other,1.22315
2,581,Black African,73.58113
2,581,Coloured,0
2,581,Indian or Asian,0
2,581,White,0
2,581,Other,0
2,546,Black African,45.58154
2,546,Coloured,1.22315
2,546,Indian or Asian,0
2,546,White,0
2,546,Other,1.21825
2,591,Black African,510.53005
2,591,Coloured,5.9099
2,591,Indian or Asian,1.5281
2,591,White,3.93854
2,591,Other,11.1686
2,592,Black African,3913.2014
2,592,Coloured,14.52988
2,592,Indian or Asian,18.89459
2,592,White,98.98118
2,592,Other,35.27696
2,593,Black African,728.00254
2,593,Coloured,0
2,593,Indian or Asian,0
2,593,White,3.0562
2,593,Other,3.0562
2,599,Black African,35521.20406
2,599,Coloured,548.82095
2,599,Indian or Asian,596.53412
2,599,White,1747.37407
2,599,Other,78.17244
2,960,Black African,52.38717
2,960,Coloured,0
2,960,Indian or Asian,0
2,960,White,0
2,960,Other,0
2,961,Black African,64.29359
2,961,Coloured,0
2,961,Indian or Asian,0
2,961,White,9.94753
2,961,Other,1.14501
2,962,Black African,88.75318
2,962,Coloured,3.41727
2,962,Indian or Asian,4.87727
2,962,White,50.80124
2,962,Other,1.14501
2,963,Black African,86.3562
2,963,Coloured,2.4983
2,963,Indian or Asian,0
2,963,White,49.37446
2,963,Other,0
2,964,Black African,21.93253
2,964,Coloured,0
2,964,Indian or Asian,0
2,964,White,25.70069
2,964,Other,0
2,965,Black African,9.85364
2,965,Coloured,0
2,965,Indian or Asian,0
2,965,White,0
2,965,Other,0
2,966,Black African,137.61872
2,966,Coloured,3.57865
2,966,Indian or Asian,2.29002
2,966,White,2.67543
2,966,Other,2
2,967,Black African,34.22072
2,967,Coloured,0
2,967,Indian or Asian,0
2,967,White,17.20622
2,967,Other,5.76408
2,968,Black African,116.80845
2,968,Coloured,10.88566
2,968,Indian or Asian,13.50417
2,968,White,30.54373
2,968,Other,0
2,969,Black African,25.34326
2,969,Coloured,0
2,969,Indian or Asian,1.14501
2,969,White,0
2,969,Other,0
2,970,Black African,29.41626
2,970,Coloured,0
2,970,Indian or Asian,1.14501
2,970,White,0
2,970,Other,0
2,973,Black African,27.45728
2,973,Coloured,1.59222
2,973,Indian or Asian,2.24669
2,973,White,1.59222
2,973,Other,3.18444
2,974,Black African,527.68644
2,974,Coloured,34.67694
2,974,Indian or Asian,18.15991
2,974,White,186.15952
2,974,Other,5.44169
2,976,Black African,66.29692
2,976,Coloured,1.06383
2,976,Indian or Asian,0
2,976,White,0
2,976,Other,0
2,977,Black African,4755.27945
2,977,Coloured,19.44028
2,977,Indian or Asian,1.24915
2,977,White,105.18397
2,977,Other,0
2,978,Black African,551.90168
2,978,Coloured,7.88767
2,978,Indian or Asian,1.24915
2,978,White,79.27808
2,978,Other,0
2,979,Black African,92.85705
2,979,Coloured,2.21966
2,979,Indian or Asian,1.44102
2,979,White,18.44116
2,979,Other,0
2,980,Black African,84.2365
2,980,Coloured,0
2,980,Indian or Asian,8.48375
2,980,White,22.70654
2,980,Other,0
2,981,Black African,73.92577
2,981,Coloured,5.85125
2,981,Indian or Asian,6.48423
2,981,White,41.45562
2,981,Other,1.1593
2,982,Black African,91.39837
2,982,Coloured,1.23441
2,982,Indian or Asian,2.37942
2,982,White,35.83407
2,982,Other,0
2,983,Black African,32.00532
2,983,Coloured,0
2,983,Indian or Asian,4.77313
2,983,White,8.9611
2,983,Other,2.29002
2,984,Black African,130.00702
2,984,Coloured,6.45475
2,984,Indian or Asian,4.87605
2,984,White,18.38375
2,984,Other,0
2,985,Black African,61.88817
2,985,Coloured,0
2,985,Indian or Asian,0
2,985,White,2.12766
2,985,Other,0
2,986,Black African,120.29474
2,986,Coloured,0
2,986,Indian or Asian,0
2,986,White,2.20977
2,986,Other,0
2,987,Black African,800.80644
2,987,Coloured,7.42288
2,987,Indian or Asian,0
2,987,White,23.84433
2,987,Other,1.14501
2,860,Black African,111.28766
